att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,target
-0.373964,-0.016504,-0.016504,-0.016504,-0.016504,-0.373964,-0.373964,-0.373964,-1.088944,-0.373964,-0.373964,-0.016504,0.698437,1.770817,1.055897,-1.803785,-1.803785,-0.016504,2.485738,3.200678,2.485738,0.698437,-1.446264,-2.518825,-1.803785,-1.446264,-0.016504,0.340977,-0.016504,-0.373964,-0.373964,-0.016504,0.340977,0.340977,-0.016504,-0.016504,-0.373964,-0.016504,-0.373964,-0.016504,-0.016504,-0.016504,-0.016504,-0.016504,-0.016504,-0.016504,-0.731424,-0.016504,-0.016504,0.340977,-0.016504,0.340977,-0.373964,-0.731424,-0.373964,-0.016504,-0.373964,-0.373964,0.340977,1.770817,2.128277,1.413357,0.340977,-0.016504,-1.088944,2
-0.429048,0.043629,0.279981,1.698012,2.643379,1.698012,-0.192709,-1.374428,-1.610806,0.043629,1.698012,1.93435,0.752658,-0.665426,-1.374428,-1.13805,-0.901672,-0.901672,-0.429048,-0.429048,-0.429048,-0.665426,-0.665426,-0.192709,0.043629,0.279981,0.043629,0.043629,0.043629,0.043629,-0.192709,-0.429048,-0.192709,0.043629,0.043629,0.043629,0.043629,0.043629,-0.192709,-0.192709,-0.429048,-1.13805,-0.901672,0.279981,1.461673,0.279981,-1.374428,-1.13805,0.516319,1.93435,2.643379,2.40704,1.225335,-0.429048,-1.374428,-1.610806,-0.901672,0.043629,0.043629,-0.192709,-0.429048,-0.429048,0.043629,0.279981,0.279981,2
-0.416753,-0.416753,-0.208381,-0.000009,0.208375,0.208375,0.208375,-0.000009,-0.416753,-0.208381,-0.000009,0.416747,1.666979,2.500478,1.041863,-1.041857,-1.875368,-1.250264,0.833491,2.500478,2.083734,1.250235,-0.416753,-2.083775,-1.666961,-1.041857,-0.416753,-0.416753,-0.62516,-0.83345,-0.83345,-0.83345,-0.416753,-0.000009,0.625119,0.833491,0.625119,-0.000009,-0.208381,-0.416753,-0.416753,-0.416753,-0.208381,-0.208381,0.208375,0.625119,0.833491,0.625119,-0.208381,-0.83345,-0.416753,0.416747,-0.000009,-0.83345,-1.041857,-1.041857,0.208375,1.458607,2.083734,1.875362,1.250235,0.208375,-0.83345,-1.250264,-1.041857,2
-0.047421,-0.047421,-0.047421,-0.389864,-0.047421,-0.047421,-0.047421,-0.047421,-0.047421,-0.047421,-0.047421,-0.047421,0.295041,-0.389864,-1.074807,-1.417116,-0.047421,-0.047421,-0.047421,-0.389864,-0.732307,1.322371,2.3497,2.007257,1.322371,0.979928,-0.047421,-1.074807,-1.074807,-1.074807,-1.074807,-1.417116,-1.759617,-1.417116,-0.389864,0.295041,0.637484,0.637484,-0.047421,0.295041,0.295041,0.295041,-0.047421,-0.389864,-0.732307,-0.389864,-0.389864,-0.047421,-0.047421,-0.047421,-0.047421,0.295041,-0.732307,-2.102117,-1.759617,-0.047421,0.637484,0.295041,0.295041,0.979928,2.692143,3.377048,1.664814,0.637484,-0.389864,1
-0.285079,-1.026217,0.209064,1.197322,2.432658,1.938515,0.209064,-1.026217,-1.520429,-0.285079,1.197322,2.679722,1.69145,0.209064,-1.026217,-2.014503,-1.520429,-0.532144,-0.038015,0.209064,-0.532144,-0.77925,-0.532144,-0.285079,-0.285079,-0.038015,0.209064,0.209064,0.209064,0.209064,-0.285079,-0.285079,-0.532144,-0.285079,-0.038015,-0.038015,-0.038015,-0.038015,-0.285079,-0.038015,-0.038015,-0.532144,-0.77925,-0.532144,-0.285079,-0.77925,-0.038015,0.703193,1.938515,2.679722,2.185593,0.703193,-0.77925,-1.520429,-1.520429,-1.273323,-0.285079,0.456128,0.456128,-0.038015,-0.285079,-0.532144,-0.038015,0.209064,0.703193,2
0.266347,-0.012892,-0.012892,0.266347,-0.292115,-0.292115,-0.571338,-0.012892,-0.012892,-0.012892,-0.292115,-0.292115,-0.012892,-0.571338,-1.688261,-2.246644,-1.408991,0.545569,1.383238,0.824792,0.545569,1.104015,1.662461,1.941684,1.662461,1.383238,-0.292115,-1.688261,-1.967531,-1.688261,-1.129721,-0.012892,0.266347,-0.012892,-0.292115,-0.292115,0.266347,0.545569,0.545569,-0.012892,-0.012892,-0.571338,-0.292115,-0.012892,0.266347,0.266347,-0.012892,-0.012892,0.266347,-0.012892,-0.292115,-0.292115,-0.571338,-0.571338,-0.850608,-1.408991,-0.292115,1.383238,3.058591,2.500145,0.824792,-0.292115,-1.408991,-0.571338,0.824792,2
-0.205274,-0.708818,-0.205274,1.305244,2.564011,1.808745,-0.457025,-1.9675,-1.464055,0.298241,1.808745,2.564011,1.556995,0.801743,-0.457025,-1.464055,-1.715848,-0.96047,-0.708818,-0.708818,-0.708818,-0.708818,-0.457025,0.046477,0.298241,0.298241,0.046477,0.046477,0.046477,0.046477,0.046477,-0.457025,-0.205274,-0.205274,0.046477,0.046477,-0.205274,-0.205274,-0.205274,-0.457025,-0.205274,-0.96047,-1.212263,-0.205274,1.305244,1.053493,0.046477,0.046477,1.053493,1.808745,2.312261,1.053493,-0.457025,-1.464055,-1.715848,-1.212263,-0.205274,0.046477,0.046477,0.046477,-0.205274,-0.457025,0.046477,0.298241,0.298241,2
-0.069109,-0.630574,-0.630574,0.492371,2.176766,1.896034,0.492371,-0.349842,-0.349842,0.211639,1.053836,1.615301,1.053836,0.492371,-0.349842,-1.472756,-1.472756,-0.911354,-0.069109,-0.069109,-0.630574,-0.630574,-0.630574,-0.349842,-0.630574,-0.069109,0.211639,0.492371,0.492371,0.492371,0.211639,-0.069109,-0.069109,-0.069109,-0.069109,-0.069109,0.211639,0.211639,-0.069109,-0.349842,-0.911354,-1.472756,-1.753536,-1.472756,-1.191976,-0.349842,0.773104,1.334569,2.176766,3.299712,2.457514,1.053836,-0.069109,-0.630574,-0.349842,-0.911354,-1.472756,-1.191976,-0.911354,0.211639,-0.349842,-0.069109,-0.069109,-0.069109,0.211639,2
-0.432239,-0.432239,0.29438,1.505388,2.474208,1.263186,-0.432239,-1.401073,-0.674481,0.536581,1.747589,1.989791,1.020984,0.536581,-1.15883,-1.885422,-1.885422,-1.15883,-0.432239,-0.190037,-0.432239,-0.674481,-0.432239,-0.432239,-0.432239,0.29438,0.536581,0.778783,0.536581,0.29438,-0.190037,-0.432239,-0.190037,-0.190037,0.052164,0.052164,0.052164,0.052164,-0.190037,0.052164,0.052164,-0.432239,-0.674481,-0.432239,-0.432239,-0.432239,0.052164,0.778783,1.747589,2.71641,2.474208,1.263186,-0.190037,-1.401073,-1.885422,-1.643315,-0.432239,0.052164,0.29438,0.052164,-0.432239,-0.190037,-0.190037,-0.432239,-0.674481,2
-0.389034,-0.389034,-0.005899,-0.005899,0.185679,-0.005899,-0.005899,-0.005899,0.185679,-0.389034,-2.11311,-1.538418,1.335085,1.909798,-0.005899,-1.346925,-1.155326,0.95195,1.718231,2.101366,-0.389034,-0.580634,-0.963726,-0.005899,0.377247,-0.005899,-0.197466,-0.389034,0.377247,-0.005899,-0.197466,-0.005899,0.185679,0.185679,-0.197466,-0.197466,-0.005899,-0.005899,-0.005899,-0.005899,-0.197466,-0.197466,-0.197466,-0.005899,-0.005899,-0.005899,-0.389034,-0.389034,-0.772126,-1.155326,-0.197466,1.335085,2.101366,1.909798,-2.30471,-2.30471,-1.155326,0.377247,1.526652,2.292933,1.909798,0.760382,-0.197466,-0.963726,-0.772126,1
0.077226,-0.324356,-0.926719,-0.525181,0.47882,2.085163,0.679612,-1.127544,-1.729907,-0.926719,0.47882,1.683569,2.285954,1.884371,1.081195,-0.926719,-1.127544,-0.926719,-0.725894,-0.324356,-0.525181,-0.324356,-0.525181,-0.525181,-0.123565,-0.123565,0.077226,0.077226,0.278029,0.077226,-0.123565,-0.123565,-0.123565,-0.123565,0.077226,0.077226,0.077226,0.077226,0.077226,0.077226,0.077226,0.077226,-0.324356,-1.529082,-1.729907,0.077226,0.679612,0.278029,1.081195,1.884371,2.285954,1.884371,1.482777,-2.131445,-1.930732,-1.930732,-0.123565,0.47882,0.278029,-0.525181,-0.525181,0.077226,0.077226,0.47882,0.077226,1
0.250987,0.03911,0.03911,-0.172756,-0.172756,0.03911,0.250987,0.03911,-0.596521,-1.232105,-0.596521,0.886582,1.734043,1.522177,-0.172756,-1.867689,-2.291371,-1.232105,0.03911,2.36965,2.79338,1.94592,0.462852,-0.808304,-0.808304,-0.384621,0.250987,-0.384621,-0.808304,-1.232105,-1.232105,-0.596521,0.03911,0.250987,0.03911,0.03911,0.250987,0.462852,0.250987,0.03911,-0.172756,-0.384621,-0.172756,-0.172756,-0.172756,-0.172756,-0.172756,0.250987,0.250987,0.462852,0.250987,0.03911,0.462852,0.03911,-1.232105,-0.808304,1.310312,2.157785,1.734043,1.310312,0.462852,-0.384621,-2.079589,-1.444006,-0.808304,1
0.314863,0.009393,-0.29606,-0.29606,0.009393,0.009393,-0.601513,-0.601513,-0.29606,-0.29606,-0.29606,-0.29606,-0.601513,-0.601513,-0.907018,-0.907018,-1.517855,-0.601513,1.231223,2.453035,2.453035,0.925769,0.314863,0.314863,0.314863,1.231223,0.620316,-0.29606,-1.212351,-1.212351,-0.907018,-0.907018,-0.29606,0.009393,-0.29606,-0.29606,-0.601513,-0.29606,0.314863,0.620316,0.314863,0.009393,-0.29606,-0.29606,0.009393,-0.29606,0.009393,0.009393,0.314863,0.620316,0.620316,0.009393,0.314863,-0.29606,-0.907018,-0.601513,0.009393,1.231223,2.453035,3.369411,1.231223,-1.212351,-2.739702,-1.517855,0.925769,2
0.054796,0.054796,-0.219213,-0.493222,-1.041179,0.054796,1.424858,1.150849,0.60283,-1.041179,-1.58929,-0.219213,1.972877,3.342938,2.79492,-2.411302,-1.041179,0.328821,-0.219213,-0.493222,-0.493222,0.054796,-0.493222,-1.041179,-0.767277,-0.493222,0.054796,0.054796,0.054796,0.328821,0.054796,0.328821,0.054796,-0.219213,0.054796,0.054796,-0.219213,-0.219213,0.054796,0.054796,0.328821,-0.493222,-0.493222,-2.137247,-1.58929,0.60283,1.424858,1.424858,0.87684,1.424858,1.424858,0.054796,-0.767277,-1.863345,-0.493222,0.328821,-0.219213,-0.219213,-0.219213,0.60283,0.054796,-0.493222,-0.219213,0.054796,0.328821,1
0.092298,0.092298,0.092298,-0.18041,-1.54398,-0.18041,0.365021,0.910437,0.910437,-0.453118,-0.18041,1.183145,2.001268,1.72856,0.910437,-1.271226,-0.725872,-0.998472,-0.725872,-0.725872,-0.453118,-0.453118,-0.453118,-0.18041,0.092298,0.365021,0.637729,0.637729,-0.453118,-0.725872,-0.18041,-0.18041,-0.18041,-0.18041,-0.18041,0.092298,0.365021,0.092298,-0.18041,-0.18041,-0.453118,0.092298,0.092298,-1.54398,-0.998472,0.910437,0.637729,-0.998472,0.092298,2.273976,3.364822,2.546699,1.183145,-2.089334,-2.089334,-1.816734,-0.18041,0.092298,-0.18041,-0.725872,-0.18041,0.365021,0.365021,-0.453118,0.092298,1
0.247886,0.247886,-0.034789,-0.034789,-0.034789,0.247886,-0.034789,0.247886,-0.034789,-0.034789,-0.317448,-0.317448,-0.317448,-0.317448,-0.882815,-1.730777,-2.013484,-0.882815,0.813205,1.661183,2.226502,2.509177,1.943843,0.813205,0.813205,0.530546,-0.600108,-0.882815,-1.44807,-1.730777,-1.44807,-0.317448,0.247886,-0.317448,-0.600108,-0.034789,-0.034789,-0.034789,-0.034789,-0.034789,-0.034789,-0.034789,-0.034789,-0.034789,-0.317448,-0.034789,-0.034789,-0.034789,-0.317448,-0.317448,-0.034789,-0.034789,-0.034789,-0.317448,-0.882815,-1.165363,-2.013484,-0.600108,1.943843,2.791837,1.661183,1.661183,1.095865,-0.317448,-0.600108,2
-0.426524,-0.193552,0.03942,0.505378,1.437267,1.670239,0.505378,-1.125427,-1.59145,-0.892416,0.73835,2.369168,2.369168,0.971322,-0.659535,-1.59145,-1.125427,-0.892416,-0.426524,-0.426524,-0.426524,-0.426524,-0.426524,-0.193552,-0.193552,-0.426524,-0.193552,0.03942,0.505378,0.505378,0.505378,0.272406,0.03942,0.03942,-0.193552,-0.193552,-0.193552,0.03942,0.272406,0.272406,0.03942,-0.426524,-0.892416,-0.892416,-0.193552,0.272406,-0.193552,-0.426524,0.505378,1.670239,2.835113,2.60214,1.204294,-0.426524,-1.358439,-2.057342,-2.057342,-1.125427,-0.193552,0.505378,0.272406,0.03942,-0.426524,-0.193552,0.03942,2
0.244808,0.244808,0.244808,0.026825,-0.191146,-0.191146,0.026825,0.026825,0.462778,-0.409117,-0.845009,0.462778,1.552632,2.206557,2.206557,-2.152932,-2.806831,-1.499032,0.026825,2.206557,2.424527,1.770603,0.026825,-0.845009,-0.627124,-0.191146,-0.191146,-0.409117,-0.845009,-1.063017,-1.063017,-0.845009,-0.191146,0.026825,0.026825,0.244808,0.462778,0.680749,0.462778,0.244808,0.026825,-0.191146,-0.409117,-0.409117,-0.409117,-0.409117,-0.191146,0.026825,0.244808,0.026825,-0.409117,0.026825,1.770603,0.89872,-1.499032,-1.499032,0.680749,1.334661,0.89872,0.244808,0.244808,-0.409117,-1.499032,-0.627124,-0.409117,1
-0.593143,-0.193606,0.205909,1.604173,2.602945,2.602945,0.405661,-1.991419,-2.390878,-0.593143,1.20467,2.203441,1.404421,0.006146,-0.792817,-1.192388,-1.192388,-0.593143,-0.393358,-0.193606,-0.393358,-0.593143,-0.393358,0.006146,0.205909,-0.193606,0.006146,0.205909,0.205909,0.205909,0.006146,-0.193606,-0.393358,-0.193606,0.006146,0.006146,0.006146,-0.193606,-0.193606,0.006146,-0.393358,-0.792817,-0.792817,0.006146,0.405661,-0.992603,-1.392174,-0.393358,1.20467,2.203441,2.403193,1.604173,-0.193606,-1.392174,-1.392174,-0.593143,0.006146,0.205909,0.006146,-0.193606,-0.193606,0.006146,0.006146,0.205909,0.205909,2
-0.987215,-1.294106,-0.066128,1.161936,2.697013,1.77596,-0.066128,-0.987215,-0.987215,0.547913,1.77596,1.77596,0.854925,-0.066128,-0.987215,-1.60117,-1.60117,-0.987215,-0.37314,-0.066128,-0.37314,-0.37314,-0.680152,-0.987215,-0.37314,0.240901,0.547913,0.854925,0.547913,0.240901,-0.066128,-0.37314,-0.37314,-0.066128,-0.066128,-0.066128,-0.066128,0.547913,0.854925,0.240901,-0.066128,-0.680152,-0.680152,-0.680152,-0.987215,-0.680152,-0.066128,0.854925,2.082972,2.697013,2.697013,1.161936,-0.066128,-1.294106,-0.987215,-0.680152,-0.37314,-0.066128,-0.37314,-0.37314,-0.37314,-0.37314,-0.680152,-0.37314,-0.37314,2
-0.494144,-0.221947,0.322461,1.683444,2.500049,1.139051,-0.494144,-1.855202,-1.310718,0.322461,1.95564,2.227837,1.139051,0.05025,-1.310718,-1.855202,-1.310718,-0.494144,-0.221947,-0.494144,-0.766386,-0.766386,-0.494144,0.05025,0.05025,0.322461,0.322461,0.322461,0.05025,0.05025,-0.221947,-0.221947,-0.221947,0.05025,0.05025,-0.221947,-0.221947,-0.221947,-0.221947,-0.766386,0.05025,-0.494144,-0.494144,0.322461,1.411247,0.05025,-1.310718,-0.221947,0.594658,2.227837,2.500049,1.411247,0.05025,-1.310718,-2.127292,-1.58296,-0.221947,0.322461,0.322461,-0.221947,-0.221947,-0.221947,0.322461,0.594658,0.05025,2
0.079578,0.079578,-0.192672,0.079578,0.079578,0.079578,0.351844,0.079578,0.079578,0.079578,-0.737218,-1.553954,-0.464922,1.713095,0.896344,-1.553954,-2.37069,-1.281658,0.351844,1.985346,2.802112,2.529861,1.440845,0.079578,-0.737218,-0.737218,-0.192672,0.079578,-0.737218,-1.281658,-1.281658,-1.009362,-0.737218,-0.464922,0.079578,0.351844,0.624094,0.624094,0.351844,0.079578,-0.192672,-0.192672,-0.192672,-0.464922,-0.192672,-0.192672,-0.192672,0.079578,0.351844,0.351844,0.624094,0.079578,-1.009362,-1.553954,-0.464922,1.168595,1.440845,0.896344,1.713095,1.713095,-0.464922,-1.281658,-1.281658,-0.737218,0.351844,1
-0.152817,0.261061,0.467994,0.467994,0.467994,0.467994,0.467994,0.467994,0.674927,0.054116,-1.187505,-0.77357,0.467994,1.709592,0.054116,-1.394473,-1.601325,-0.566718,0.88186,1.709592,1.916537,1.709592,0.467994,-0.77357,-1.394473,-1.187505,-0.77357,-0.35975,-0.152817,-0.35975,-0.35975,-0.35975,-0.35975,-0.35975,-0.152817,0.054116,0.261061,0.467994,0.467994,0.261061,0.054116,-0.566718,-0.77357,-0.35975,0.054116,-0.152817,0.054116,0.261061,0.467994,-0.152817,-0.152817,1.088793,1.916537,1.088793,-1.601325,-2.843016,-0.77357,1.916537,2.330403,0.88186,-0.980537,-1.601325,-1.394473,-1.187505,0.467994,1
-0.565099,-0.316915,0.179468,-0.068731,-0.068731,-0.316915,-0.068731,0.427652,-0.565099,-0.565099,0.427652,1.916758,1.172205,-1.80609,-2.302403,0.675836,1.916758,1.916758,0.675836,0.427652,0.675836,0.675836,-2.550629,-1.061412,-1.061412,-0.316915,-0.068731,-0.565099,-0.068731,-0.068731,-0.068731,0.427652,0.179468,-0.068731,-0.316915,-0.068731,-0.068731,-0.068731,-0.068731,-0.068731,-0.068731,-0.068731,-0.068731,-0.068731,-0.316915,-0.316915,-0.316915,0.179468,-0.813325,-1.309638,-0.813325,0.675836,2.661325,1.172205,-2.054177,-1.80609,-0.565099,0.179468,1.668573,1.420389,1.420389,1.420389,0.427652,-0.316915,-0.813325,1
-0.012335,0.188066,-0.012335,-0.212724,-0.012335,0.188066,0.188066,0.188066,0.188066,-0.413114,-2.016276,-2.016276,0.188066,1.590794,0.588846,-0.413114,-0.212724,0.789235,1.590794,-0.813848,-0.212724,-0.613537,0.188066,0.388456,-0.012335,-0.012335,-0.012335,0.188066,-0.212724,-0.212724,-0.212724,0.388456,-0.012335,-0.212724,-0.212724,-0.012335,0.188066,-0.012335,-0.012335,-0.012335,-0.012335,-0.012335,-0.012335,-0.212724,-0.012335,-0.413114,-0.413114,-0.212724,-1.014272,-1.415118,-0.012335,2.392364,3.394323,1.390404,-2.216587,-2.016276,-1.214695,0.388456,1.791195,2.191974,1.590794,-0.813848,-1.615429,-0.613537,0.188066,1
0.265208,-0.000003,0.265208,-0.265198,-0.265198,-0.000003,-0.000003,-0.265198,0.530403,1.060794,1.591185,1.856381,1.32599,0.265208,-0.795634,-1.325965,-1.325965,-1.060725,-0.795634,-0.795634,-0.530394,-0.265198,-0.265198,-0.000003,-0.000003,0.265208,0.265208,0.530403,0.265208,-0.000003,-0.265198,-0.265198,-0.000003,-0.000003,-0.265198,-0.530394,-0.000003,-0.265198,-0.795634,-0.795634,-0.795634,-0.795634,-1.060725,0.265208,1.060794,-0.265198,-0.530394,0.530403,2.121576,3.182373,3.182373,1.856381,-0.265198,-1.591206,-2.121537,-2.121537,-0.795634,0.265208,0.530403,0.265208,-0.000003,-0.000003,-0.000003,-0.265198,-0.000003,2
-0.71086,-0.71086,-0.236944,1.184697,2.3694,2.132462,0.473883,-0.947705,-1.421661,-0.236944,0.947759,1.658573,0.947759,-0.473882,-1.184683,-1.184683,-1.184683,-0.71086,-0.236944,-0.236944,-0.473882,-0.473882,-0.473882,-0.473882,-0.236944,0.236945,0.473883,0.473883,0.473883,0.236945,-0.000006,-0.236944,-0.473882,-0.236944,-0.236944,0.236945,0.473883,0.710821,0.236945,-0.236944,-0.473882,-0.947705,-1.421661,-1.895483,-1.421661,-0.236944,0.710821,1.421635,2.132462,2.843276,2.3694,0.947759,-0.71086,-0.947705,-1.184683,-1.184683,-0.473882,-0.000006,0.236945,0.236945,-0.000006,-0.473882,-0.236944,-0.000006,0.473883,2
0.269368,0.047732,-0.395516,-0.173892,0.269368,0.490992,0.490992,0.490992,-0.173892,-0.838713,-0.838713,-0.395516,0.934239,2.04237,-0.173892,-1.725233,-1.503696,-0.173892,0.934239,1.599111,1.599111,0.934239,0.934239,1.155863,0.712616,0.047732,-1.282035,-1.725233,-1.282035,-0.617177,-0.617177,-0.617177,-0.173892,0.047732,0.047732,0.047732,0.047732,0.269368,0.047732,0.047732,-0.173892,-0.173892,0.047732,0.047732,0.269368,0.047732,0.047732,0.047732,-0.173892,-0.173892,-0.173892,0.047732,-0.617177,-0.838713,-0.173892,-0.173892,-0.838713,0.047732,1.599111,2.707242,2.485618,1.599111,-2.168555,-2.168555,-1.946894,1
0.394265,0.394265,0.109515,-0.17522,-1.883708,-0.744737,0.963735,1.817939,0.109515,0.109515,1.817939,2.387408,-0.17522,-1.314143,0.109515,-0.744737,-0.744737,0.109515,-0.459955,-0.744737,-1.02936,-0.744737,0.394265,0.394265,0.109515,0.109515,-0.744737,-0.459955,0.109515,0.109515,-0.459955,-0.17522,-0.17522,0.109515,-0.17522,0.109515,0.109515,0.109515,0.109515,-0.459955,-0.17522,0.394265,-1.314143,-1.598925,-0.459955,0.109515,-0.17522,1.533204,2.387408,2.956894,2.102673,1.248469,-1.883708,-2.168331,-1.314143,-0.459955,0.679,-0.17522,-0.744737,-0.459955,0.394265,0.394265,0.109515,-0.17522,0.109515,1
-0.516147,-0.78895,-0.78895,0.029367,1.393168,2.484211,1.120411,0.302139,-0.78895,-1.0616,0.302139,1.120411,2.211439,1.393168,0.302139,-1.0616,-1.607206,-1.0616,-0.516147,0.029367,-0.516147,-0.78895,-0.78895,-0.516147,-0.516147,0.029367,0.302139,0.302139,0.574896,0.302139,0.029367,0.029367,-0.24339,-0.24339,0.029367,0.029367,-0.24339,-0.24339,-0.24339,-0.24339,0.029367,0.029367,-0.78895,-0.78895,-0.24339,-0.516147,-1.0616,-0.24339,1.393168,2.484211,3.029725,2.484211,0.574896,-1.0616,-1.0616,-1.0616,-1.607206,-1.0616,-0.24339,0.302139,0.302139,-0.24339,-0.78895,0.029367,0.574896,2
0.770589,0.422762,-0.272913,0.770589,0.074914,-0.968627,-0.620741,-0.620741,0.422762,1.466245,2.1619,2.509728,1.466245,0.422762,-0.620741,-0.968627,-0.968627,-0.968627,-0.620741,-0.968627,-0.272913,0.074914,0.074914,0.074914,0.074914,0.074914,0.074914,-0.272913,-0.620741,-0.620741,-0.272913,-0.620741,-0.620741,-0.620741,-0.272913,0.074914,0.074914,0.074914,-0.620741,-0.620741,-0.272913,-0.968627,-0.620741,0.074914,1.814072,0.770589,-1.316319,-1.316319,1.466245,2.509728,3.205403,1.466245,-0.968627,-1.316319,-1.664205,-0.968627,-0.620741,0.422762,-0.272913,-0.272913,-0.272913,-0.272913,0.074914,0.422762,0.770589,2
-0.475658,-0.475658,-0.475658,0.771032,2.267059,2.017709,0.521697,-0.475658,-0.974273,0.272362,1.269703,1.519038,0.771032,0.272362,-0.725036,-1.473028,-1.722405,-0.974273,-0.226323,-0.226323,-0.475658,-0.475658,-0.725036,-0.475658,-0.725036,0.272362,0.272362,0.521697,0.272362,0.023012,0.023012,-0.226323,-0.226323,-0.226323,0.023012,0.023012,0.023012,0.023012,0.023012,0.023012,-0.475658,-0.974273,-0.725036,-0.725036,-0.974273,-0.725036,-0.226323,1.020368,2.267059,3.2644,2.765729,0.771032,-0.725036,-1.722405,-1.971643,-0.974273,0.023012,0.521697,0.272362,0.023012,-0.475658,-0.475658,0.023012,0.272362,0.521697,2
-0.547601,-0.837031,-0.837031,-0.25822,0.031161,-0.25822,-0.25822,0.031161,0.320558,-0.25822,0.031161,-1.126298,-0.837031,1.767463,2.346225,-0.25822,-2.573284,-2.283854,0.320558,2.346225,2.635622,1.188701,-0.837031,-2.573284,-0.837031,0.320558,0.609939,-0.547601,-0.547601,-0.25822,0.320558,0.320558,0.031161,-0.25822,0.031161,0.320558,0.320558,-0.25822,-0.25822,0.031161,0.031161,0.031161,-0.25822,0.031161,0.031161,0.031161,0.031161,0.320558,0.031161,0.031161,0.031161,0.609939,-0.25822,-1.126298,-1.705157,0.609939,0.031161,0.89932,0.320558,0.609939,1.767463,2.346225,-0.547601,-0.547601,0.031161,1
0.462587,0.462587,0.678899,1.111523,1.976782,0.895211,-1.267943,-2.349441,-1.484291,0.678899,1.976782,2.625717,1.327835,0.029952,-1.267943,-1.916866,-1.484291,-0.61902,-0.61902,-0.61902,-0.402672,-0.402672,0.029952,0.246276,0.029952,-0.18636,0.029952,0.029952,0.246276,0.246276,-0.18636,-0.402672,-0.18636,0.029952,0.246276,0.029952,-0.18636,0.029952,-0.18636,-0.61902,-0.402672,-0.61902,-0.402672,0.246276,1.327835,0.246276,-1.484291,-0.835247,0.462587,2.193094,2.409406,1.544146,0.029952,-1.051595,-1.484291,-1.267943,-0.402672,0.029952,0.029952,-0.18636,-0.402672,-0.402672,0.246276,0.678899,0.462587,2
-0.886303,-1.175665,-1.175665,0.271667,2.008525,3.166446,2.008525,0.271667,-0.886303,-0.596778,0.561144,1.429572,1.719049,0.85062,-0.307301,-1.175665,-1.175665,-1.175665,-1.175665,-0.596778,-0.017825,-0.017825,-0.307301,-0.596778,-0.307301,-0.307301,0.271667,0.561144,0.271667,-0.307301,-0.307301,-0.017825,-0.307301,-0.017825,-0.017825,-0.017825,-0.017825,-0.017825,-0.307301,-0.307301,-0.017825,0.271667,-0.596778,-1.175665,-0.596778,-0.017825,-0.017825,-0.307301,0.271667,1.719049,2.87697,2.587494,0.85062,-0.596778,-1.175665,-1.46519,-0.886303,-0.596778,-0.017825,0.271667,0.271667,-0.596778,-0.886303,-0.307301,0.271667,2
0.012867,0.012867,0.291766,0.012867,0.570649,0.291766,0.012867,-0.266017,0.012867,0.012867,-0.266017,-0.544901,-0.266017,-0.266017,-1.660466,-2.218171,-1.939397,-0.544901,0.570649,1.128416,1.686184,2.243951,2.52285,1.965067,0.849533,0.291766,0.570649,-0.544901,-1.102605,-1.660466,-1.939397,-1.381536,-0.544901,0.012867,0.012867,-0.266017,-0.266017,-0.266017,0.291766,0.291766,0.012867,0.012867,-0.544901,-0.266017,-0.266017,0.012867,0.012867,0.291766,0.570649,0.570649,0.570649,0.291766,0.012867,-0.266017,-0.544901,-0.266017,0.012867,0.291766,1.965067,2.243951,1.128416,-0.544901,-2.218171,-1.381536,0.570649,2
-0.424624,-0.424624,-0.205572,-0.205572,-0.205572,0.01348,0.232544,0.232544,0.01348,-0.205572,-1.519944,-1.519944,0.889699,2.642125,0.451595,-1.519944,-1.73891,0.451595,1.765906,1.546854,-0.643713,-0.643713,-1.081767,-0.205572,0.451595,0.232544,0.01348,-0.424624,0.01348,-0.205572,-0.205572,0.232544,0.451595,0.01348,-0.205572,0.01348,0.01348,0.232544,0.01348,-0.205572,-0.205572,-0.205572,0.01348,0.01348,0.01348,0.01348,0.01348,-0.205572,-0.643713,-1.300856,-0.424624,1.327802,2.642125,-0.862679,-1.957999,-2.177087,-0.862679,0.889699,1.546854,1.98497,1.98497,1.546854,0.451595,-0.424624,-1.300856,1
0.045391,-0.586877,-0.586877,0.045391,0.888379,1.099123,0.045391,-1.429876,-1.219097,0.045391,1.099123,1.942111,1.942111,1.731355,-0.376097,-1.008317,-1.008317,-0.376097,-0.376097,-0.165353,-0.376097,-0.165353,-0.376097,-0.165353,-0.376097,-0.586877,-0.165353,0.256147,0.677635,0.466891,0.045391,-0.165353,-0.376097,-0.376097,-0.165353,-0.165353,-0.165353,-0.165353,-0.165353,0.256147,0.466891,-0.165353,-0.586877,-1.851317,-1.219097,0.256147,0.466891,0.677635,2.152855,2.785087,2.785087,1.099123,-2.062097,-2.483538,-0.797538,-0.165353,0.888379,-0.586877,-1.219097,0.045391,0.045391,0.256147,-0.165353,-0.165353,0.045391,1
